data offer,data plan,signal strength,satisfaction,churn
7,5,9,44,52.422799999999995
4,6,9,29,38.6836
6,5,7,82,80.6514
6,5,6,73,72.5912
5,8,7,23,34.6628
6,7,7,70,72.58
5,6,7,5,18.539199999999997
4,8,8,6,20.939
6,7,7,15,28.2225
5,6,8,71,72.56989999999999
6,8,8,50,58.05500000000001
4,6,8,23,33.042899999999996
5,6,6,68,68.547
5,5,6,48,51.6137
4,7,7,40,46.754999999999995
5,5,9,87,85.47229999999999
7,6,8,89,88.7169
6,6,6,62,64.523
4,8,7,41,48.364799999999995
5,5,9,57,61.2773
4,6,9,57,61.2656
4,5,6,41,45.1532
4,5,9,38,45.138799999999996
5,7,8,17,29.8222
6,5,6,87,83.8822
4,5,8,84,81.4361
4,6,6,45,49.1825
4,6,9,72,73.3631
4,6,6,79,76.6035
6,7,8,33,43.5412
4,7,8,48,54.008700000000005
4,6,7,82,79.82469999999999
4,7,6,30,37.8883
6,5,7,57,60.4889
6,7,6,60,63.713300000000004
4,5,7,90,85.4734
5,8,9,59,65.3002
6,6,6,65,66.9425
7,5,9,59,64.52029999999999
5,7,8,28,38.6937
6,6,8,90,88.7084
4,7,9,53,58.8429
6,6,8,72,74.1914
7,5,8,23,34.684599999999996
4,6,8,46,51.5924
5,7,6,4,17.7343
4,5,8,42,47.5631
4,7,6,75,74.18079999999999
5,5,7,19,29.026899999999998
7,5,8,18,30.652099999999997
7,6,9,84,85.4861
7,7,7,21,33.87649999999999
5,7,7,71,72.5715
5,6,9,58,62.887100000000004
5,7,7,100,95.96000000000001
5,8,7,89,87.89179999999999
6,5,9,70,72.57679999999999
7,6,8,64,68.5544
6,6,9,7,22.5706
7,8,7,26,38.7123
4,6,8,71,71.75489999999999
5,5,8,74,74.1861
7,6,7,56,61.3007
7,7,6,69,71.7868
4,7,6,84,81.43929999999999
6,7,7,26,37.094
5,7,8,96,93.5357
7,6,9,30,41.9351
4,5,7,78,75.7954
6,6,9,46,54.0241
4,8,9,50,57.2267
7,5,9,42,50.809799999999996
4,7,7,16,27.398999999999997
5,8,7,63,66.9228
6,5,8,98,94.3571
5,7,8,90,88.69669999999999
6,5,9,59,63.7053
7,7,6,94,91.9493
4,6,7,100,94.3417
5,5,6,45,49.194199999999995
6,7,8,97,95.1572
7,5,7,57,61.3039
7,8,6,13,27.4261
7,7,9,15,30.6409
6,8,6,35,44.3541
4,5,6,88,83.05869999999999
7,5,8,90,88.72009999999999
6,7,7,2,17.738
4,5,8,35,41.9176
6,5,6,40,45.976699999999994
4,6,8,91,87.88489999999999
6,8,9,71,75.7932
4,8,9,34,44.3227
6,6,8,97,94.35390000000001
6,6,7,22,33.0647
4,5,7,26,33.8574
5,5,9,74,74.9878
7,7,7,15,29.037499999999998
7,5,7,48,54.0454
6,5,9,73,74.99629999999999
5,7,6,2,16.1213
5,7,7,90,87.895
7,8,7,25,37.9058
5,8,6,19,30.6351
6,8,7,72,74.99629999999999
7,7,9,4,21.769399999999997
6,6,9,79,80.6386
7,6,6,99,95.1785
4,8,9,43,51.581199999999995
4,8,8,72,74.16799999999999
4,5,9,79,78.2053
6,6,9,50,57.2501
5,5,7,99,93.54690000000001
4,5,6,3,14.5062
4,7,8,18,29.813699999999997
5,8,7,57,62.0838
7,8,7,98,96.78030000000001
6,7,7,84,83.871
6,8,7,12,26.6063
7,8,9,9,26.605199999999996
6,6,6,95,91.13749999999999
6,6,7,49,54.8402
7,7,6,13,26.6228
7,7,8,80,82.26169999999999
4,8,7,47,53.203799999999994
6,6,6,82,80.65299999999999
4,8,9,58,63.6787
5,5,7,2,15.316399999999998
5,8,6,90,87.89659999999999
6,7,8,27,38.702200000000005
5,6,6,42,47.577999999999996
7,5,7,19,30.656899999999997
6,8,9,81,83.8582
5,7,7,37,45.150499999999994
4,8,7,94,91.10929999999999
6,7,7,53,58.8695
4,8,8,34,43.521
5,5,9,83,82.24629999999999
4,6,7,35,41.9192
5,5,8,8,20.957099999999997
5,6,6,49,53.2235
4,6,9,65,67.7176
5,8,9,90,90.3017
6,7,9,32,43.5364
7,6,9,4,20.966099999999997
5,8,9,53,60.461200000000005
6,8,7,90,89.51329999999999
7,7,9,42,52.416399999999996
4,5,7,52,54.8264
7,8,7,50,58.0683
4,5,8,23,32.239599999999996
5,7,7,76,76.604
7,5,8,89,87.91359999999999
5,6,6,27,35.4805
4,5,7,97,91.11890000000001
6,7,6,30,39.518299999999996
7,6,6,43,50.0145
5,7,6,42,48.381299999999996
6,5,6,41,46.783199999999994
5,6,8,61,64.50489999999999
4,7,8,21,32.2332
4,7,8,60,63.6867
6,5,8,66,68.5491
4,5,7,7,18.5339
7,6,9,86,87.09909999999999
4,8,7,2,16.911299999999997
5,7,8,64,67.7277
4,7,8,95,91.9142
5,7,6,51,55.6398
7,5,8,1,16.941599999999998
6,5,9,0,16.1218
5,7,8,62,66.1147
4,7,8,62,65.2997
5,8,9,56,62.880700000000004
4,6,9,81,80.6216
5,6,9,69,71.7586
6,5,7,99,94.3619
7,7,7,53,59.6845
7,7,9,47,56.448899999999995
5,6,6,27,35.4805
7,7,9,18,33.0604
5,7,6,27,36.2838
4,6,8,29,37.8819
5,6,7,36,43.5407
4,7,6,15,25.790799999999997
5,6,9,70,72.5651
5,7,6,78,77.4153
7,6,8,38,47.58539999999999
4,5,8,9,20.9486
4,6,6,5,16.9225
6,8,9,36,47.5657
6,7,9,44,53.2144
5,7,9,34,44.3344
7,6,7,79,79.8502
6,7,7,94,91.93599999999999
5,5,6,94,88.7127
6,5,6,20,29.8467
7,6,8,54,60.4894
4,5,9,76,75.7858
5,8,7,17,29.8238
6,5,9,32,41.9298
5,8,7,18,30.6303
4,8,8,44,51.586
6,8,9,37,48.3722
4,6,8,82,80.62639999999999
6,5,8,18,29.8371
4,5,9,0,14.4918
5,8,9,37,47.557199999999995
7,7,6,47,54.0438
7,5,9,45,53.229299999999995
6,8,7,41,49.9948
4,7,9,99,95.9419
5,5,7,67,67.7389
5,7,7,71,72.5715
6,5,9,4,19.3478
7,7,6,4,19.3643
4,8,9,24,36.2577
5,7,7,93,90.3145
5,5,8,44,49.991099999999996
7,5,8,64,67.7511
7,6,6,63,66.1445
6,8,9,91,91.9232
7,7,9,69,74.1919
7,5,6,50,54.856700000000004
4,6,9,92,89.4931
6,7,7,38,46.772
4,6,8,13,24.977899999999998
7,8,7,12,27.4213
5,5,7,40,45.96339999999999
6,7,9,9,24.9869
6,6,9,0,16.9251
5,5,7,52,55.641400000000004
7,8,9,47,57.252199999999995
5,7,6,3,16.9278
7,8,6,33,43.5561
6,7,6,98,94.36030000000001
5,6,7,48,53.2187
6,8,7,88,87.90029999999999
6,5,7,99,94.3619
7,6,9,58,64.5171
6,8,6,52,58.0646
4,6,7,6,18.530699999999996
4,6,8,60,62.883399999999995
6,6,6,74,74.201
7,8,6,84,84.6876
7,6,7,25,36.2992
7,8,8,91,91.9365
4,7,9,23,34.64789999999999
6,6,6,56,59.684
6,7,9,24,37.0844
5,8,7,53,58.8578
7,6,9,71,75.0016
5,7,9,0,16.9134
5,6,9,69,71.7586
7,7,7,54,60.491
5,7,6,71,71.7698
4,5,6,99,91.93020000000001
5,8,8,97,95.1455
5,8,7,85,84.66579999999999
5,7,8,23,34.661199999999994
7,7,6,89,87.9168
6,7,7,69,71.7735
6,5,8,21,32.2566
6,7,9,36,46.7624
5,7,7,41,48.37649999999999
5,6,9,33,42.724599999999995
5,8,6,12,24.989600000000003
7,6,6,39,46.7885
6,7,8,81,82.25319999999999
6,7,8,100,97.5767
6,5,9,35,44.3493
4,8,6,65,66.9191
4,6,8,69,70.14189999999999
5,8,9,57,63.687200000000004
4,5,8,50,54.015100000000004
7,7,6,78,79.0453
7,5,6,17,28.242199999999997
4,8,6,27,36.2721
5,5,8,93,89.50959999999999
7,6,9,8,24.192099999999996
5,8,6,89,87.09009999999999
5,7,8,96,93.5357
4,7,7,61,63.6915
6,6,9,55,61.2826
6,7,9,9,24.9869
6,7,9,8,24.1804
4,7,8,53,58.0412
7,6,9,39,49.193599999999996
7,8,7,100,98.39330000000001
7,6,6,54,58.886
5,7,6,13,24.992800000000003
7,6,6,43,50.0145
5,6,8,73,74.18289999999999
4,6,9,2,16.908099999999997
7,8,9,54,62.8977
4,6,8,47,52.3989
4,7,8,33,41.911199999999994
5,7,7,0,15.309999999999999
5,7,7,93,90.3145
4,8,7,19,30.621799999999997
7,7,6,73,75.0128
6,5,8,97,93.5506
7,6,8,16,29.842399999999998
5,7,6,51,55.6398
6,7,6,53,58.067800000000005
5,6,7,77,76.60719999999999
5,6,8,36,44.3424
6,7,7,22,33.867999999999995
7,8,9,6,24.185699999999997
4,8,8,98,95.137
5,6,6,46,50.803999999999995
6,5,7,81,79.8449
6,8,8,5,21.7625
7,5,7,64,66.9494
5,6,7,57,60.477199999999996
7,8,7,4,20.969299999999997
4,5,6,40,44.3467
7,7,6,57,62.1088
4,5,8,68,68.5321
6,7,7,12,25.803
6,7,7,15,28.2225
4,7,6,48,52.405300000000004
6,7,8,6,21.765700000000002
6,6,7,60,63.7117
5,7,7,79,79.0235
6,5,6,19,29.0402
7,5,7,1,16.139899999999997
7,6,6,58,62.112
6,5,8,7,20.965600000000002
5,6,9,31,41.111599999999996
4,5,8,82,79.8231
7,7,6,44,51.6243
6,7,7,95,92.74249999999999
4,6,9,92,89.4931
5,6,9,75,76.5976
6,8,6,97,94.3571
5,5,6,31,37.9032
6,7,9,75,78.2159
6,6,9,27,38.7006
5,6,7,55,58.8642
4,5,6,40,44.3467
5,7,6,73,73.3828
4,6,9,55,59.6526
6,7,6,13,25.8078
4,6,7,28,36.2737
6,6,6,79,78.23349999999999
5,7,7,92,89.508
4,7,6,38,44.3403
7,7,7,7,22.585499999999996
4,6,7,57,59.6622
5,5,8,58,61.2821
5,7,6,27,36.2838
4,6,8,61,63.689899999999994
6,8,7,40,49.1883
6,5,8,71,72.5816
6,6,7,91,88.7132
7,7,9,79,82.2569
5,5,6,20,29.0317
5,5,7,33,40.317899999999995
6,6,6,35,42.7475
7,8,7,21,34.6798
4,5,7,18,27.4054
4,8,6,79,78.2101
6,5,9,4,19.3478
7,7,7,34,44.361
7,8,9,79,83.0602
6,7,6,4,18.5493
4,7,9,59,63.6819
7,7,9,97,96.7739
6,8,8,71,74.9915
7,7,6,17,29.8488
6,5,9,82,82.25479999999999
6,6,6,31,39.5215
4,5,7,52,54.8264
7,6,7,62,66.1397
6,6,9,57,62.8956
5,5,9,19,30.6303
7,6,8,27,38.713899999999995
4,7,7,76,75.78899999999999
6,7,7,5,20.1575
4,5,7,38,43.535399999999996
6,6,7,9,22.580199999999998
5,5,8,19,29.828599999999998
4,6,7,57,59.6622
5,8,9,52,59.654700000000005
6,6,6,35,42.7475
5,7,9,79,80.62689999999999
6,6,6,16,27.424
7,5,9,99,96.78030000000001
4,7,8,46,52.39569999999999
4,8,7,11,24.169799999999995
7,5,7,66,68.5624
5,6,7,93,89.51119999999999
5,7,9,34,44.3344
4,7,7,23,33.0445
4,5,7,75,73.3759
7,7,9,34,45.9644
4,5,8,65,66.1126
7,8,6,61,66.13810000000001
5,7,7,54,58.861000000000004
5,7,7,88,86.282
5,7,9,63,67.7229
4,7,7,80,79.01499999999999
5,8,7,90,88.69829999999999
7,7,8,14,29.0327
4,7,9,44,51.584399999999995
4,5,6,0,12.0867
6,5,9,53,58.8663
6,5,8,99,95.1636
6,8,7,31,41.9298
6,5,6,99,93.56020000000001
5,7,8,63,66.9212
7,8,8,99,98.38850000000001
4,5,8,82,79.8231
4,5,7,37,42.728899999999996
4,7,6,49,53.211800000000004
6,7,8,33,43.5412
4,7,8,100,95.9467
7,7,6,59,63.7218
7,6,7,100,96.7867
5,6,8,24,34.6644
7,7,6,10,24.2033
6,8,6,3,18.5461
6,5,6,56,58.880700000000004
7,7,8,48,56.4537
7,7,7,72,75.008
4,7,8,100,95.9467
4,5,7,98,91.92540000000001
4,6,6,7,18.5355
7,8,6,32,42.7496
5,5,6,60,61.2917
4,5,7,78,75.7954
4,5,6,42,45.9597
5,7,8,20,32.241699999999994
7,5,9,32,42.7448
7,5,7,16,28.237399999999997
4,6,9,0,15.295099999999998
7,7,9,20,34.6734
7,6,7,14,27.427699999999998
4,6,9,82,81.4281
5,5,7,62,63.7064
7,5,7,36,44.367399999999996
4,8,8,97,94.3305
4,5,8,55,58.0476
7,6,8,10,25.0034
7,8,8,68,73.387
7,5,9,30,41.1318
5,8,8,47,54.820499999999996
4,6,7,27,35.4672
7,8,9,51,60.4782
4,6,8,76,75.78739999999999
7,6,7,15,28.234199999999998
7,6,6,47,53.2405
4,8,9,92,91.09969999999998
4,6,6,61,62.0865
5,5,9,72,73.3748
4,6,8,60,62.883399999999995
6,5,9,62,66.1248
4,7,9,97,94.3289
4,5,7,46,49.987399999999994
7,8,9,97,97.5772
4,7,9,66,69.3274
7,6,7,3,18.556199999999997
4,8,7,30,39.4933
6,8,6,4,19.3526
7,5,9,41,50.003299999999996
7,7,8,56,62.905699999999996
7,7,8,63,68.5512
4,8,6,40,46.7566
4,5,9,4,17.7178
5,8,6,78,78.2186
5,8,9,21,34.6532
5,7,8,34,43.5327
4,7,9,99,95.9419
4,5,6,44,47.5727
7,6,8,78,79.8454
5,6,6,9,20.9635
5,8,6,59,62.8951
6,6,9,95,93.5426
6,8,9,93,93.5362
6,6,8,76,77.4174
7,7,9,60,66.9334
6,5,7,16,27.4224
7,7,7,28,39.522
5,5,8,0,14.505099999999999
4,8,7,63,66.1078
6,5,9,58,62.8988
7,7,8,9,25.0002
4,6,9,35,43.5226
6,5,6,78,76.6237
4,6,6,21,29.826499999999996
4,8,9,12,26.5797
4,7,6,64,65.3093
4,8,6,6,19.3356
7,7,8,4,20.967699999999997
5,5,6,87,83.0672
7,6,9,31,42.7416
7,6,7,18,30.653699999999997
5,6,8,19,30.631899999999998
6,6,8,38,46.770399999999995
5,7,8,68,70.9537
4,6,6,22,30.632999999999996
4,5,9,40,46.751799999999996
6,8,8,97,95.96050000000001
5,7,6,20,30.6383
4,6,7,68,68.5337
7,7,9,13,29.0279
6,8,8,27,39.5055
4,8,6,48,53.208600000000004
5,7,6,73,73.3828
7,7,8,66,70.9707
4,8,6,73,73.3711
5,7,9,60,65.3034
5,5,8,6,19.344099999999997
4,7,8,10,23.3617
5,7,9,56,62.0774
4,6,9,79,79.0086
4,5,6,64,63.7027
4,6,9,99,95.1386
7,5,9,39,48.390299999999996
7,5,7,96,92.7574
6,7,7,99,95.9685
4,5,9,2,16.1048
6,8,7,50,57.2533
6,6,7,77,77.4222
4,7,8,52,57.234700000000004
4,8,6,82,80.6296
6,7,7,60,64.515
4,8,6,82,80.6296
7,7,6,77,78.2388
6,8,6,96,93.5506
6,7,8,33,43.5412
6,7,6,23,33.8728
5,5,8,39,45.9586
6,8,8,56,62.894000000000005
5,6,7,23,33.0562
4,5,6,43,46.7662
6,8,9,10,26.5967
6,5,9,96,93.54580000000001
5,8,7,55,60.4708
4,8,6,94,90.3076
4,7,9,99,95.9419
6,7,7,15,28.2225
5,5,7,57,59.6739
7,8,9,27,41.1222
6,6,6,20,30.65
6,8,7,43,51.6078
6,8,9,5,22.5642
5,5,9,3,17.7263
7,7,7,75,77.4275
7,8,8,82,84.678
7,6,8,44,52.42439999999999
7,5,6,14,25.822699999999998
6,6,7,71,72.5832
5,8,9,73,76.5912
4,6,8,27,36.2689
4,7,6,3,16.1128
5,5,8,43,49.184599999999996
6,5,7,70,70.9734
5,7,6,57,60.4788
4,8,8,11,24.9715
6,5,8,40,47.5801
5,7,6,35,42.7358
4,5,9,20,30.6218
4,8,7,80,79.8183
4,5,7,16,25.7924
5,7,6,23,33.0578
7,7,6,15,28.2358
4,5,9,12,24.169800000000002
5,5,8,88,85.4771
4,5,6,33,38.7012
7,5,8,60,64.5251
5,8,8,44,52.400999999999996
7,6,8,46,54.03739999999999
7,6,9,76,79.0341
4,8,7,13,25.782799999999998
4,8,8,90,88.68499999999999
5,8,6,6,20.1506
4,5,9,78,77.3988
6,6,7,70,71.7767
5,7,7,31,40.311499999999995
4,8,7,53,58.0428
6,5,9,4,19.3478
6,6,6,70,70.975
5,5,8,63,65.3146
6,7,9,11,26.599899999999998
5,5,7,68,68.5454
6,6,8,29,39.5119
7,5,7,25,35.4959
4,8,6,59,62.0801
4,5,8,100,94.3401
7,6,8,15,29.035899999999998
6,7,9,77,79.8289
4,5,6,70,68.54169999999999
4,6,6,49,52.408500000000004
4,8,6,78,77.4036
6,5,7,39,45.9719
6,5,8,57,61.2906
4,5,7,71,70.1499
5,5,7,37,43.543899999999994
6,7,7,78,79.032
6,6,7,57,61.2922
7,7,9,26,39.5124
7,8,6,56,62.1056
4,7,6,28,36.2753
6,6,7,22,33.0647
5,6,7,99,94.3502
4,6,7,42,47.564699999999995
5,5,6,38,43.5487
5,6,7,44,49.9927
4,7,8,94,91.1077
6,8,6,30,40.321600000000004
6,5,6,50,54.041700000000006
5,6,9,81,81.4366
7,5,6,87,84.6972
7,6,9,79,81.4536
7,5,9,75,77.42429999999999
4,5,6,7,17.7322
5,8,7,1,16.9198
4,7,8,73,74.1712
6,7,7,69,71.7735
5,6,6,93,88.70949999999999
4,7,6,77,75.79379999999999
6,8,9,0,18.5317
7,8,6,41,50.0081
4,7,9,99,95.9419
4,7,9,91,89.48989999999999
6,8,9,53,61.2762
4,7,6,17,27.403799999999997
6,8,7,10,24.993299999999998
5,6,8,55,59.6659
7,8,8,46,55.64399999999999
7,7,8,73,76.61619999999999
5,5,9,24,34.662800000000004
7,5,9,58,63.7138
6,6,8,22,33.8664
4,5,7,91,86.2799
7,8,8,46,55.64399999999999
7,8,8,48,57.257000000000005
4,8,6,51,55.6281
4,8,9,77,79.00219999999999
4,8,8,75,76.58749999999999
7,5,8,42,50.0081
4,8,6,92,88.6946
4,5,9,25,34.6543
4,5,7,89,84.6669
4,5,6,67,66.12219999999999
5,7,6,29,37.8968
7,7,8,94,93.55269999999999
4,5,8,3,16.1096
5,5,6,96,90.32570000000001
6,8,7,94,92.73929999999999
7,8,7,49,57.2618
4,8,9,47,54.807199999999995
7,7,6,19,31.4618
7,6,9,60,66.1301
7,7,7,89,88.71849999999999
5,5,9,71,72.5683
4,7,6,48,52.405300000000004
6,7,9,24,37.0844
4,7,8,25,35.459199999999996
5,7,9,45,53.2059
7,8,7,23,36.2928
4,7,6,44,49.1793
4,5,9,39,45.945299999999996
6,7,7,52,58.063
7,8,8,67,72.5805
5,6,7,66,67.7357
6,7,7,11,24.996499999999997
7,7,7,49,56.4585
4,8,6,72,72.5646
5,5,9,89,87.08529999999999
6,7,8,1,17.7332
5,5,7,28,36.285399999999996
6,8,8,29,41.1185
7,6,6,84,83.08099999999999
4,8,8,42,49.973
6,5,8,56,60.4841
4,8,9,35,45.1292
6,6,6,13,25.0045
5,7,9,22,34.6564
7,7,7,56,62.104
5,7,6,26,35.4773
5,6,9,19,31.4336
4,7,8,55,59.6542
5,6,6,100,94.355
6,8,9,74,78.2127
7,5,7,98,94.3704
5,5,6,22,30.6447
7,6,6,62,65.338
5,7,9,27,38.688900000000004
7,6,6,34,42.756
6,6,6,64,66.136
6,7,9,37,47.5689
4,6,6,32,38.698
5,5,8,45,50.797599999999996
5,6,6,91,87.09649999999999
6,5,6,96,91.14070000000001
7,8,9,100,99.9967
4,5,7,94,88.6994
5,6,9,82,82.2431
4,7,7,17,28.205499999999997
4,8,6,8,20.9486
6,5,7,76,75.8124
7,7,9,51,59.6749
4,5,8,21,30.626599999999996
7,5,8,9,23.3936
7,7,7,37,46.780499999999996
7,7,6,3,18.5578
5,5,7,52,55.641400000000004
4,5,9,92,88.68979999999999
6,6,7,7,20.9672
5,6,8,29,38.6969
6,6,6,36,43.554
4,6,6,47,50.7955
4,6,8,73,73.36789999999999
7,6,9,27,39.5156
4,8,8,4,19.325999999999997
4,7,8,42,49.16969999999999
4,7,9,86,85.45739999999999
7,6,7,91,89.5282
4,5,7,88,83.8604
7,5,8,61,65.3316
6,5,7,54,58.0694
5,8,9,75,78.2042
7,8,6,58,63.7186
4,5,6,35,40.3142
5,8,8,1,17.7215
4,6,8,2,16.106399999999997
7,6,6,38,45.982
4,6,8,77,76.59389999999999
4,7,7,7,20.140499999999996
5,5,8,32,40.3131
6,6,7,7,20.9672
7,6,7,25,36.2992
5,7,8,46,53.210699999999996
7,5,9,60,65.32679999999999
7,8,6,26,37.9106
6,5,6,88,84.6887
7,6,9,10,25.805099999999996
6,7,6,76,76.6173
7,8,6,14,28.2326
4,5,8,57,59.6606
6,8,6,32,41.9346
6,5,9,80,80.64179999999999
5,6,6,25,33.8675
6,6,6,73,73.3945
4,7,6,78,76.60029999999999
6,8,6,10,24.1916
7,8,8,80,83.065
6,7,7,87,86.2905
6,7,7,21,33.061499999999995
5,7,9,2,18.5264
6,7,8,29,40.315200000000004
6,6,6,64,66.136
5,7,6,41,47.574799999999996
5,8,9,92,91.9147
5,5,7,52,55.641400000000004
6,8,9,92,92.7297
6,8,9,42,52.4047
6,7,6,90,87.9083
5,8,6,13,25.796100000000003
5,7,6,57,60.4788
4,5,7,82,79.0214
5,7,7,71,72.5715
7,7,6,58,62.9153
4,5,9,100,95.1418
5,8,8,93,91.9195
4,5,6,34,39.5077
6,5,9,76,77.41579999999999
7,6,7,100,96.7867
6,8,6,39,47.5801
6,6,7,30,39.5167
5,6,9,66,69.3391
7,6,6,3,17.7545
6,8,7,86,86.28729999999999
7,6,8,72,75.0064
6,6,8,77,78.2239
5,8,8,44,52.400999999999996
7,8,7,10,25.808299999999996
5,5,8,46,51.604099999999995
5,8,6,10,23.3766
6,8,6,38,46.7736
5,6,6,18,28.222
6,8,9,51,59.6632
6,8,8,22,35.473
6,6,7,41,48.3882
7,8,7,56,62.9073
4,8,7,46,52.397299999999994
4,6,6,81,78.2165
4,7,8,35,43.52419999999999
4,5,7,95,89.5059
7,5,7,42,49.206399999999995
5,5,7,79,77.4169
6,6,6,38,45.167
5,5,8,20,30.635099999999998
7,7,9,32,44.3514
6,6,9,33,43.5396
6,6,9,53,59.6696
6,8,6,21,33.0631
5,5,7,61,62.8999
7,7,7,76,78.234
5,5,8,97,92.7356
5,7,7,32,41.117999999999995
7,7,8,88,88.71369999999999
5,7,9,98,95.9504
7,6,7,64,67.7527
7,7,9,82,84.6764
6,6,6,90,87.10499999999999
7,8,7,21,34.6798
4,5,6,10,20.151699999999998
6,5,8,61,64.5166
4,8,9,73,75.77619999999999
4,5,8,62,63.6931
6,6,8,5,20.1559
5,7,7,100,95.96000000000001
4,8,8,56,61.263999999999996
5,7,6,58,61.2853
5,5,9,6,20.1458
5,7,9,6,21.7524
7,8,9,88,90.31869999999999
6,8,7,19,32.2518
7,6,8,5,20.970899999999997
7,7,6,22,33.881299999999996
5,8,8,57,62.8855
4,6,6,28,35.472
4,5,7,72,70.9564
5,5,7,2,15.316399999999998
5,5,8,46,51.604099999999995
4,5,6,29,35.4752
4,8,9,77,79.00219999999999
5,7,8,92,90.30969999999999
4,7,8,22,33.039699999999996
4,7,7,28,37.077
7,7,7,89,88.71849999999999
7,8,7,51,58.8748
6,7,6,10,23.3883
6,8,6,16,29.0306
7,5,8,7,21.7806
6,6,7,62,65.3247
7,8,8,68,73.387
6,5,8,10,23.3851
5,8,7,90,88.69829999999999
5,8,8,61,66.1115
7,8,8,31,43.546499999999995
7,7,8,62,67.7447
5,6,6,38,44.352
7,8,9,61,68.5432
4,5,8,42,47.5631
6,6,8,93,91.1279
7,8,9,91,92.73819999999999
6,6,8,73,74.9979
7,6,7,60,64.5267
4,7,8,89,87.0752
5,7,9,71,74.1749
4,8,9,67,70.93719999999999
7,7,8,20,33.8717
4,5,7,13,23.3729
4,6,6,88,83.862
5,8,7,91,89.50479999999999
5,8,6,78,78.2186
6,7,9,25,37.8909
6,7,9,80,82.2484
7,7,7,38,47.586999999999996
5,8,6,91,88.70309999999999
7,5,7,42,49.206399999999995
6,8,6,85,84.67909999999999
6,5,9,40,48.3818
7,8,7,75,78.23079999999999
4,5,6,37,41.9272
6,6,6,29,37.908500000000004
4,8,6,31,39.4981
4,6,7,52,55.6297
5,7,7,85,83.8625
4,6,8,25,34.6559
4,8,8,21,33.0365
4,8,9,74,76.58269999999999
5,7,6,41,47.574799999999996
7,8,7,13,28.2278
4,6,8,44,49.9794
6,7,9,71,74.9899
4,8,9,29,40.2902
7,7,8,99,97.5852
5,5,9,93,90.31129999999999
4,7,9,8,22.550399999999996
7,7,6,35,44.3658
4,5,8,7,19.3356
7,6,7,24,35.4927
5,6,6,2,15.318
6,6,8,65,68.5459
4,7,9,78,79.0054
6,8,9,50,58.856700000000004
5,7,6,100,95.15830000000001
7,5,8,27,37.9106
5,6,7,31,39.5082
6,7,8,21,33.8632
4,6,7,12,23.369699999999998
6,5,9,76,77.41579999999999
5,5,8,4,17.731099999999998
4,6,7,53,56.4362
5,7,6,53,57.2528
5,6,8,95,91.92589999999998
6,8,7,56,62.0923
7,8,8,87,88.7105
7,7,6,41,49.2048
6,5,7,79,78.2319
7,8,7,84,85.48929999999999
5,5,9,24,34.662800000000004
4,7,7,8,20.946999999999996
5,7,7,66,68.539
5,6,6,12,23.383000000000003
6,5,7,69,70.1669
5,6,6,66,66.934
5,5,6,74,72.5827
7,7,7,1,17.746499999999997
4,7,9,46,53.197399999999995
5,7,7,68,70.152
4,8,9,45,53.194199999999995
7,6,7,90,88.7217
6,7,8,52,58.8647
4,5,9,39,45.945299999999996
7,5,9,6,21.775799999999997
7,7,9,57,64.5139
4,7,8,79,79.0102
4,6,7,46,50.790699999999994
6,5,8,51,56.4516
5,7,8,52,58.0497
6,8,8,36,46.763999999999996
7,5,8,42,50.0081
6,5,8,98,94.3571
7,5,9,62,66.93979999999999
7,7,8,59,65.3252
5,8,6,34,42.7326
5,5,6,35,41.1292
7,7,8,90,90.32669999999999
7,7,7,59,64.5235
4,5,9,3,16.9113
5,7,8,39,47.5652
7,8,8,76,79.839
5,8,9,83,84.6562
7,6,7,63,66.9462
7,6,8,83,83.8779
5,5,7,12,23.3814
4,6,9,31,40.2966
5,6,6,91,87.09649999999999
4,6,9,1,16.101599999999998
7,7,6,60,64.5283
6,5,7,40,46.7784
5,7,9,28,39.495400000000004
6,8,9,89,90.3102
4,5,7,78,75.7954
5,6,7,95,91.12419999999999
4,5,9,10,22.5568
7,8,7,16,30.647299999999998
6,8,7,43,51.6078
4,7,9,92,90.29639999999999
5,5,7,76,74.9974
5,7,9,30,41.1084
4,5,8,94,89.5011
7,7,8,88,88.71369999999999
4,5,9,51,55.6233
7,7,9,75,79.0309
5,5,9,16,28.2108
7,8,9,24,38.7027
4,5,6,87,82.25219999999999
7,5,6,17,28.242199999999997
5,5,9,31,40.3083
5,5,6,12,22.579700000000003
7,6,8,59,64.5219
7,6,8,60,65.3284
7,6,8,58,63.7154
7,5,6,58,61.3087
6,8,6,57,62.0971
4,5,9,63,65.3013
6,8,9,43,53.2112
5,5,9,54,58.8578
4,6,9,63,66.1046
4,8,9,91,90.29319999999998
4,6,9,69,70.9436
5,8,6,89,87.09009999999999
7,7,6,7,21.7838
7,5,6,37,44.3722
5,5,7,73,72.5779
5,8,9,76,79.0107
4,5,9,100,95.1418
6,5,7,51,55.6499
7,5,7,97,93.5639
7,6,7,16,29.040699999999998
7,8,6,91,90.3331
7,5,6,36,43.5657
7,8,7,33,44.3578
5,7,9,21,33.8499
6,6,7,13,25.8062
6,5,8,45,51.6126
6,7,6,64,66.9393
5,7,6,4,17.7343
4,5,6,88,83.05869999999999
5,8,9,3,20.1362
6,5,9,50,56.4468
4,6,8,82,80.62639999999999
6,8,8,18,32.247
6,5,9,31,41.1233
5,7,7,75,75.7975
7,7,7,50,57.265
6,7,6,2,16.9363
